ORF	WT1A	WT1B	WT2A	WT2B	HS1A	HS1B
NCU05844	2.8	7.4	1.3	1.8	0.7	0.7
NCU05845	0	0	0	0	0	0
NCU05846	7.6	6.5	4.9	5.6	3.9	5.1
NCU05848	0	0.5	0	0	0.2	0
NCU05849	0	0.3	0.6	0.1	0.4	0.6
NCU05850	203.8	207.6	87	73.7	68.6	15.2
NCU05851	0	0.1	0.5	0	0	0
NCU05852	0.7	1.2	0	0	0.4	0.4
NCU05853	0.4	0.2	0	0	0	0
NCU05854	0.5	0.3	0.2	0.6	0.2	0
NCU05855	11.1	9.5	14.2	12.2	12.2	5.6
NCU05856	8.3	6.4	10.7	9.9	13.3	8
NCU05858	0.3	0.5	0.2	0.1	0.1	0.3
NCU05859	0.5	0.2	0.4	0.1	0.2	0.1
NCU05860	0	0.4	0	0	0.4	0.4
NCU05861	0.7	0.2	0	0	0	0.1
NCU05862	0	0.3	0	0.1	0.2	0.2
NCU05863	0	0	0	0	0	0
NCU05864	0.3	1	0.3	0.2	0	0
NCU05865	5.5	4.9	4.4	3.4	4	4.4
NCU05866	0.1	0.1	0	0.1	0.1	0.3
NCU05869	0.8	1	2.4	1.3	2.6	0.8
NCU05870	5.8	3.9	2.9	2.8	1.2	0.4
NCU05872	0	0	0	0.4	0	0
NCU05873	4.7	6.1	4.9	6.5	2.3	8
NCU05875	0.5	0.2	0	0	0.5	0
NCU05876	13.1	13.8	11.8	13.5	11.5	11.8
NCU05877	0	0.2	0	0	0	0.6
NCU05878	77.8	81.1	49.7	57.5	33.7	81.9
NCU05880	0.2	0.3	0.1	0.3	0.2	0.2
NCU05881	133.8	130.1	106.2	124.9	62.3	70.2
NCU05882	17.3	17.3	1.2	1.9	1.5	0.7
NCU05883	0.2	0.2	0	0	0.2	0.4
NCU05884	0.4	0.1	0.2	0.3	0.5	0
NCU05885	0.1	0.4	0.1	0.5	0.1	0.2
NCU05886	0.8	0.4	0.5	0	0.4	0.4
NCU05887	0.2	0.3	0.4	0.4	0.2	0.2
NCU05888	1.2	0.4	2.1	1.9	0	1.7
NCU05889	238.7	252.2	257.8	244	314.8	283.5
NCU05890	38	35.6	31.4	34.7	28.6	40.3
NCU05891	9.5	12.2	13.5	12.5	15.7	14.7
NCU05892	0	0	0	0.3	0	0
NCU05893	1.4	2	3.9	1.9	1.7	0.8
NCU05894	15.3	11.6	12.2	11.3	14.5	22.6
NCU05895	33.9	33	35	41.1	27.7	55.5
NCU05896	0.3	0	0	0	0	0
NCU05897	3.2	3.5	5.1	4.9	2.6	4.1
NCU05899	56.7	54	163.9	239	137.8	389
NCU05900	35.1	35	70.8	93.1	73	106.2
NCU05901	2.5	2.8	3.5	3	4.2	3.4
NCU05902	9.5	8.1	6.9	4.3	7.2	3.1
NCU05903	0.3	0.6	1.2	0.9	0.3	1.1
NCU05906	17.2	14	2.4	2.5	3.7	0.6
NCU05907	0.7	0	0	0	0	0
NCU05908	0.3	0.2	2.2	0.9	0.3	1.1
NCU05909	0.2	0.1	0	0.3	0	0
NCU05910	0	0	0	0	0	0
NCU05911	0	0	0	0	0	0
NCU05912	0	0	0	0	0	0.3
NCU05914	0	0.2	0.3	0.3	0.3	0
NCU05915	39.1	41.3	50	49.8	42.2	34.9
NCU05916	28.8	28.4	33.7	29.9	28.5	26.7
NCU05917	1.3	0.4	0.6	0	0.3	0
NCU05918	0	0.1	0	0.4	0	0.2
NCU05919	24.5	24.1	10.2	8.6	15	8
NCU05920	0.3	0.4	0	0.3	0	0
NCU05921	36.5	35.2	23.1	25.8	17.1	20.4
NCU05922	5.2	4.6	5.4	10.6	2.2	8.1
NCU05923	0.2	0.1	0	0	0.2	0
NCU05924	1.1	0.1	0	0	0	0.3
NCU05925	3.6	4.2	4.5	5.8	6	4.4
NCU05926	6.5	7.4	10	10.3	10.1	8.4
NCU05927	4.7	4	6.4	3.7	5.4	6.3
NCU05928	0.3	0.3	0	0.2	0	0
NCU05929	0	0.1	0	0	0	0
NCU05931	0.2	0.3	0	0.3	0.1	0.4
NCU05932	0.8	0.5	0	0.2	0.2	0
NCU05933	0	0.2	0	0	0.3	0.2
NCU05934	7.6	5.1	7.3	11	13.4	10.6
NCU05935	0	0.7	0.3	0	0.3	0.4
NCU05936	14.4	13.6	12.3	11.8	12.4	9.3
NCU05937	200.9	198.8	223.7	206.7	162.1	252.7
NCU05938	0.2	0.1	0	0.1	0.2	0
NCU05939	19.3	20.1	23.3	16.8	25.6	19.3
NCU05940	0.2	0.3	0	0.2	0	0.2
NCU05941	17.8	18.7	24.4	19.1	13.7	23.5
NCU05942	255.9	283.3	253.7	292.6	234.3	236.6
NCU05943	12.5	14.6	10.3	11	13.3	12
NCU05944	7.6	5.9	7.1	6.3	4.5	6.3
NCU05945	10.9	11.5	13	11.2	12.2	11.8
NCU05946	0.8	0.6	0	0	0	1.7
NCU05947	0	0.5	0	0	0	0
NCU05948	10.2	9.7	17	15.6	18.4	5.8
NCU05949	0.8	0.6	0	0	0	0
NCU05950	46.9	33.9	39.3	36.1	50.7	36.6
NCU05951	0.2	0.4	0.4	0.4	0.7	1.3
NCU05952	0.2	0.1	0	0	0	0
NCU05953	0.2	0	0.2	0.2	0.2	0.5
NCU05954	4.1	3.2	2.2	1.7	2.6	2
NCU05955	0.6	0.5	0	0.2	0.5	0.1
NCU05956	3.1	2.4	2.5	3.8	3.5	1.7
NCU05957	0	0.4	0	0.1	0	0.2
NCU05958	4.6	4.7	1.5	3.3	4	4.2
NCU05959	110.9	89.5	101.4	84.6	106.3	79.6
NCU05960	3.6	4.6	3.8	4.3	5.7	4.1
NCU05961	2.1	1.1	1.7	3.2	2.5	2
NCU05962	8.3	3.9	0.9	0	0	0
NCU05964	8.9	7.2	1.3	2	2.9	1.8
NCU05965	0.3	0.2	0.5	0	0	0.3
NCU05966	1.8	1.3	3	1.4	3.4	1.4
NCU05967	7.5	9	8.7	9.1	5.3	6.3
NCU05968	6.3	5	4.3	4	6	4.3
NCU05969	9.4	9.4	4.7	4.1	4.8	2.6
NCU05970	66.5	67.4	87.2	110.7	147.6	123.1
NCU05971	15	19.2	27.1	29.1	28.7	26
NCU05972	17.1	14.9	21.5	18.8	18.4	21.1
NCU05973	1.4	0.8	2	1	1.9	0.6
NCU05974	910.7	938.7	1015.6	1572.4	978.9	1503.5
NCU05976	0	0.6	0	0	0	0.9
NCU05977	0.8	1.1	5.1	4.6	19.6	6.2
NCU05978	0.4	0	0.1	0	0.1	0
NCU05979	13.9	13.1	14.1	10	16.1	12.1
NCU05980	0.1	0.1	15.6	16.5	11.2	5.2
NCU05981	0.6	0	0	0	0	0
NCU05982	17.6	17.2	9.7	7.8	9.4	7
NCU05983	37.9	34.7	47.7	35.8	42.3	31.1
NCU05984	7.3	7.1	7	5.5	7.6	6.3
NCU05985	45.5	47.7	54.1	56	48.6	75.6
NCU05986	11.2	9.8	10.1	7.3	7.8	6.1
NCU05987	13.6	12.7	11	10.8	11.7	12.9
NCU05988	16.5	12.6	13.8	15.4	31.4	14.7
NCU05989	390.6	367.7	392.8	393	297.6	407
NCU05990	4	3.9	5.5	4	7.2	4.2
NCU05991	13.4	11.1	18.2	14.7	13.1	20.4
NCU05992	3.1	1.2	2.4	1.5	1.6	0.8
NCU05994	20.5	24.2	40.8	41	59.5	35.5
NCU05995	1266.4	1264.7	1612.5	1539.4	2501.9	1538.5
NCU05996	117.1	115.2	98.7	120.6	122.8	157.9
NCU05998	0	0.3	0	0	0	0
NCU05999	40.2	35.7	34.3	39.1	36.7	46.9
NCU06000	0	0	0.2	0	0	0
NCU06001	27.8	21.8	19	9.9	22.5	6.5
NCU06003	431.4	441.8	771.6	828	905.2	789.4
NCU06005	38.6	35.6	23.2	14.2	49.7	15.5
NCU06006	5.5	4.5	5.8	8.1	7	4.3
NCU06007	2.2	1.5	0.5	0	0.5	0.6
NCU06008	45.3	41.9	40.7	62.2	29.8	49.2
NCU06009	38.4	33.9	17.1	16.8	25.9	8.4
NCU06010	0.6	0.3	0.4	0.4	0.8	0.3
NCU06011	0.4	0.4	0.1	0	0.2	0.1
NCU06012	0.7	1.2	1	0.6	1.8	0.8
NCU06013	0.4	0.3	0.2	0.3	0.3	0.3
NCU06017	83	73.7	69.9	58.3	89.3	65.3
NCU06018	1.9	0.6	0.4	0.6	0.6	0
NCU06019	0.4	0	1	0	1.4	1.5
NCU06020	20.7	20.3	9.7	12.3	12.3	8.3
NCU06021	21.6	22.4	31.6	37.4	28.2	38.3
NCU06022	4.2	3.3	0	0.2	0.3	0.3
NCU06023	1.6	0.8	0	0	1.5	1.1
NCU06024	0.3	0.2	0.7	0	0	0.3
NCU06025	2.8	2.7	3	1.7	1.1	2.4
NCU06026	1.4	1.9	3.1	2.2	7.3	3.6
NCU06027	5.8	5.7	6	6.2	8.7	6.2
NCU06028	2.7	2.6	2	3.2	2.3	1
NCU06029	18.9	18.5	18.4	21.9	18.1	13
NCU06030	20.3	19.5	25.9	21.1	27.1	24.3
NCU06031	1194.4	1172	1177.3	1112.3	1272.8	1270.8
NCU06032	10.3	10.6	23.5	21.9	24.2	30.8
NCU06033	35.1	32.5	32.5	29.9	28.7	41
NCU06034	45.6	49.7	403.2	363.1	228.9	234.9
NCU06035	1447.2	1450.7	2510.5	2349.7	2528.3	2520.1
NCU06037	2.3	2.6	3	5.2	3.6	2.5
NCU06038	68.8	83.3	115.5	100	97.9	90
NCU06039	37.9	39.2	47.1	43	41.9	41.3
NCU06040	0	0.2	0.3	0.2	0	0
NCU06041	0.3	0.6	0.1	0.3	0.4	0.3
NCU06042	101.1	97.1	76.2	123.3	45.2	94.4
NCU06043	38.6	45.6	51.6	30.9	82.9	58.3
NCU06045	0.3	0.2	0.3	0.5	0	0
NCU06046	0	0.2	0.4	0	0.5	0
NCU06047	2363.8	2212.9	2697	2350.2	2844.6	2665.9
NCU06048	322.1	317.4	216.2	209.7	679.6	503.2
NCU06049	4.5	5.9	4.4	2.9	5.6	3
NCU06050	4.3	4.6	8.3	8.4	9.1	9.4
NCU06051	11	8	8.3	14.1	6.2	10
NCU06052	49.1	51.6	72.8	74	70.8	77.7
NCU06054	83.6	88.3	132	133	102.5	157.5
NCU06055	7.7	8.9	68.3	49.7	54	43.3
NCU06056	16.8	17.2	26.1	29.3	31.1	36.2
NCU06057	6.5	7.7	10.6	10.5	4.8	7.3
NCU06058	0.6	0.3	0	0.5	0	0.3
NCU06059	16.7	15.5	9.1	7.6	12.2	9.3
NCU06060	0	0.3	0.3	0	0	0.3
NCU06061	8.8	6.7	28.6	26.2	13.7	133.1
NCU06062	1.5	0.9	3.7	4.4	4.4	107.7
NCU06063	0	0	0.6	0.4	1.1	24
NCU06064	4.3	1.6	0.8	0	0	0
NCU06065	9.3	8.4	12.9	9.2	15.5	9.9
NCU06066	49	64.1	75.3	47.1	62.3	72.6
NCU06067	36.9	36.4	32.5	41.6	47.8	34.7
NCU06068	2	1.9	1.3	0.8	1.1	0.8
NCU06069	27.9	22.4	12.8	8	23.9	11.9
NCU06070	0.6	0.2	0	0	0.5	0
NCU06071	0.3	0.3	0.5	0	0	0
NCU06072	0.4	0.2	0	0.1	0	0
NCU06073	7.6	7.6	9.4	9	13.2	7.8
NCU06074	0.2	0	0.2	0.2	0	0
NCU06075	2536.6	2468.5	3782.3	4105.3	3144.2	2511.1
NCU06076	207.5	234.3	483.8	462.9	306.7	317
NCU06077	0.2	0.3	0.6	0.2	0.2	0.2
NCU06078	0	0	0.3	0.2	0	0.3
NCU06079	1.2	1.9	2.4	3.2	3.3	2.8
NCU06080	2.1	1.4	3.8	3.9	3.1	4.2
NCU06081	73.5	68.8	170.6	134.5	165.2	51.6
NCU06082	0	0.1	0	0	0	0.4
NCU06083	2.2	1.1	0.3	0.6	0.4	0
NCU06084	9.5	9.8	11.5	12.7	11.1	8.6
NCU06085	4.9	4.1	3.6	6.3	2.7	5
NCU06086	141.9	137	169.8	141.9	149.1	208.9
NCU06088	18.7	14.5	18.2	10.9	18.7	7
NCU06089	16.1	15.2	15.7	15.4	13.8	14.2
NCU06090	27.6	28	27.9	23.2	38.2	24.8
NCU06091	52.9	57	117.1	110.7	81.1	95.9
NCU06094	0	0.2	0.4	0	0	0
NCU06095	43.7	46.8	60.1	73.6	66.3	81.8
NCU06096	0	0.2	0	0	0	0
NCU06098	0.1	0.3	0.1	0	0	0
NCU06099	79.4	80.1	79.1	77	68.1	101.2
NCU06101	200.1	201.9	156.4	161.2	298.7	126.5
NCU06102	27	24.5	31.1	25.6	13	26
NCU06103	8.7	7.9	7.1	5	9.1	5.6
NCU06104	23.9	24.9	24.3	25.7	35	27.5
NCU06105	47.3	47.3	49.5	61.9	53.3	54.1
NCU06106	0.3	0.2	0.1	0	0	0
NCU06107	60.4	53.2	56	66.5	39.1	42.5
NCU06108	50.8	50.1	51.9	54.6	43.7	37.7
NCU06109	0.1	0.2	0	0	0.1	0.3
NCU06110	44987.2	48332.1	30354.6	29159	28085.8	30913.9
NCU06111	22.5	22.9	33.2	28.1	39.8	34.5
NCU06112	32.2	36.5	29.6	32.6	28.3	42.3
NCU06113	56	54.3	49.2	39.7	64.8	30
NCU06114	70.3	68.2	63.5	40.8	43.9	35.4
NCU06116	6.8	8	8.7	10	6.9	3.6
NCU06117	30	28.5	63.5	72.3	50.2	48.8
NCU06118	8	7.4	8.1	6.9	8.3	9.7
NCU06119	0	0.2	0	0	0	0
NCU06120	64.8	73.7	41	44.8	39	57.3
NCU06121	0.3	0.5	0	0	0	0.3
NCU06122	54.5	53.7	69.2	83	99.4	81.5
NCU06123	43	38.1	21.9	24.4	29.2	42.3
NCU06124	0.6	0.7	0	0	0	0
NCU06125	43.4	44	50.5	56.5	82.1	43.2
NCU06126	0.2	0.3	0.2	0.2	0	0.2
NCU06127	0	0	0	0.3	0.3	0
NCU06128	4.2	4.7	3.8	3.6	4.9	0.9
NCU06129	0	0.4	1.3	0.2	0	0.2
NCU06130	74.6	83.5	133.5	114.1	78	117.7
NCU06131	34.6	36.5	4.8	6.8	5.4	5
NCU06132	133.1	137.7	149.6	201	70.3	1289.1
NCU06133	0	0.4	0	0	0	0
NCU06134	0.6	0.1	0.5	0.2	0	0.6
NCU06135	17.2	18.4	49.1	46.2	50.4	35.7
NCU06136	0	0.3	0.6	0.6	0.4	0
NCU06137	12	14.6	0.6	1	1.4	1.2
NCU06138	0.2	0.2	0	0	0	0
NCU06139	0	0	0	0	0	0
NCU06140	43.7	51.9	323.8	309.2	362.5	227.5
NCU06141	11	11.5	11.8	11.5	11.3	10.1
NCU06142	29.1	28.4	86.8	77.1	56.1	43.2
NCU06143	0.1	0.2	0.1	0.1	0.2	0
NCU06144	4.4	4.3	6.7	4.7	6.1	5.2
NCU06145	38.1	36	49.3	42.2	41.4	43.7
NCU06146	1	0.9	1.4	1.5	1.6	0.8
NCU06147	0	0.1	0	0	0.2	0
NCU06148	0.1	0.2	0	0	0.2	0
NCU06149	106.2	108.1	94.6	70.3	121.9	111.9
NCU06150	15.6	13.5	18.2	17.4	20.2	16.8
NCU06152	0	0.4	0.2	0	0.2	0
NCU06153	0.2	0.2	1	0.7	0.5	0.7
NCU06154	0	1	0	0	0	0
NCU06155	0.7	0	1.2	1.8	2	1.4
NCU06156	0	1.4	1.1	2.7	1.8	1.3
NCU06157	0	0.8	0.5	0	0	0
NCU06159	0.2	0.1	0.2	0	0	0
NCU06160	0	0.1	0.4	0	0.4	0
NCU06161	0	0.1	0	0.3	0	0
NCU06163	0	0.5	0	0.3	0.3	0
NCU06164	0	0.1	0.2	0	0	0
NCU06165	0	0.2	0.2	0.2	0	0
NCU06166	5.6	6.3	8.4	7.7	4.3	8.6
NCU06167	7.4	8.4	5.3	3.9	5	5.4
NCU06168	9.1	9.6	12.6	8.3	16.4	10.5
NCU06169	0.6	0	0	0	0	0
NCU06170	1.8	2.9	11.2	4.7	7.6	5.5
NCU06171	41.8	43.1	41.5	45.4	51.3	47.5
NCU06173	11.4	11.7	13.3	9.8	21	14.7
NCU06174	14.1	16.7	12.7	9.8	10.7	10.2
NCU06175	10.6	11.7	11.7	13.1	7.4	14.9
NCU06176	35.9	35.4	34.6	29.3	35.9	19.5
NCU06177	23.2	25.4	14.5	13.4	15.7	11.4
NCU06179	41.5	49.2	52.1	52.4	55.7	53.8
NCU06180	2	2.3	2.4	2.8	3.4	2.1
NCU06181	14.7	15.5	15.1	12.4	19.2	18.3
NCU06182	23.9	26.2	26.3	25.5	35.1	30
NCU06183	22.3	21.2	19.2	20.6	25.1	18.5
NCU06185	664.9	730.8	2058.7	2444.2	1438.8	2686.1
NCU06186	1.1	2.6	1.2	0.4	1.2	0.4
NCU06187	373.4	373.2	379.4	305.9	432.4	336.5
NCU06189	107.8	102.3	102.3	101.4	56	107.8
NCU06190	5.3	5.2	5.2	4.3	6.1	4.7
NCU06191	34.1	33.6	20.3	21.2	26.5	19.6
NCU06192	13	16.9	10.6	12.1	14.5	10.5
NCU06193	7.1	7.1	4.3	3.6	2.5	5.8
NCU06194	43.3	39.3	25.3	28.3	15.7	25.8
NCU06196	8.2	10.4	8.1	12.3	14.3	8.1
NCU06197	0	0.2	0	0	0	0
NCU06198	93.9	85.5	107	102.6	68.4	116
NCU06199	69.9	69.3	90.4	91.2	100	93.1
NCU06200	123.6	127.5	151.9	161	74.8	149.1
NCU06201	72.6	87.8	56.3	45.9	69.7	66.1
NCU06202	27.3	23.8	27	22.4	27.8	22.7
NCU06203	97.4	109.3	201	254.7	378.4	250.8
NCU06204	4	4.4	2.3	4.2	4.8	3.5
NCU06205	151.5	143	245	257.6	242.1	323.5
NCU06206	3.7	2.6	17.3	15.1	11.1	9.9
NCU06207	347.5	354.5	611.9	921.4	361.7	1003.6
NCU06209	23.3	27.4	51.3	68	30.7	47.4
NCU06210	1878.7	1831.6	1514.3	1229.9	1398.2	1273
NCU06211	478.6	447.6	432.5	346.6	385.2	162.9
NCU06212	20.2	24.9	24.3	27.5	30.1	30.8
NCU06213	22.5	21.3	17.9	15.8	24.1	20.4
NCU06214	81.8	82.6	62.7	43.7	69.2	47.9
NCU06215	5.7	5.6	5.2	5	3.3	2.9
NCU06216	14	14.2	19	19.5	23.9	17
NCU06217	13.3	13.6	13.9	15.8	23.1	21.9
NCU06218	9.3	9.9	8.1	9.1	8.5	10.2
NCU06220	59.2	59.8	47.7	64	40.6	67.5
NCU06221	0	0.1	0	0.2	0.3	0
NCU06222	4.9	4.5	3.7	4.6	5.4	3.8
NCU06223	21.5	20.4	26.2	28.2	34.3	29.9
NCU06224	213.6	230.3	217.4	191	242.1	178.5
NCU06226	2647.3	2561.1	2115	1843.1	2417.5	2257.5
NCU06227	4.9	4	5.5	4.8	5.1	2.3
NCU06228	44.5	44.5	42.4	50	34.2	37.2
NCU06229	0	0.3	0	0	0	0
NCU06230	175	175.6	125.3	183.1	291.7	308
NCU06231	21.1	24.5	20.4	27.7	18.2	23.2
NCU06232	507.7	496.8	399.7	334.6	152.5	148.8
NCU06233	20.8	20.6	14.7	16.1	18.7	16.4
NCU06234	0	0.6	0	0.7	0	0
NCU06235	6.2	6.7	23.6	31.8	31.9	13.6
NCU06236	0	0	0	0	0	0
NCU06237	35.3	34.8	16	27.1	30.3	13.1
NCU06238	22.8	22.2	21.9	17.6	22	17.4
NCU06239	16.6	19.4	7.2	9	9.1	7.9
NCU06240	68.7	64.2	59.6	68.9	57.7	66.7
NCU06242	123.9	121.3	110.7	129.2	76.5	101.6
NCU06243	12.4	12.1	7.3	9.4	11.9	6.9
NCU06244	68.2	65.5	73.9	51.5	44.1	65.2
NCU06245	6.5	5.7	10.2	13.4	9.9	9.9
NCU06246	18.1	17.8	18.9	17	21	19.7
NCU06247	150.5	136.9	72.2	62.7	73.9	52
NCU06248	5.1	6.3	2.7	2.7	6.4	4.4
NCU06249	22.6	23.4	22.5	19.4	28.9	20.7
NCU06250	5.9	7.1	21.4	19.1	21.1	18.4
NCU06251	255.6	264.3	256.5	228.9	282	175
NCU06252	58.1	55.7	105.7	79.2	142.6	82.8
NCU06253	10.2	10.4	11.4	13.8	19.4	16.5
NCU06254	10.2	9.4	8.1	10.3	36.5	31.3
NCU06255	20	21.3	15.2	19.6	28.4	23.3
NCU06256	3.2	4.8	4.7	3	3.4	4.7
NCU06257	11.2	13.1	13.9	12.3	18.9	10.1
NCU06258	28.6	29.7	23.2	21.7	33	23
NCU06259	44.7	48	44.8	44.6	54.4	42.2
NCU06260	18.9	18.8	14.5	14.5	16.3	16.8
NCU06261	67.2	71.6	37.4	28	41.5	16.3
NCU06262	7.1	5.7	4.1	4.4	5.1	2.5
NCU06263	0.1	0.1	0.2	0.1	0	0.1
NCU06264	3.9	2.7	2.6	2.8	3.5	2
NCU06265	157.1	146.5	70.8	87.7	130	81
NCU06266	9	9.2	13.5	10.1	15.3	13.6
NCU06267	7.9	8.3	3.9	3.8	5.4	4.6
NCU06268	20.5	20.4	23.1	19.1	24.9	13.1
NCU06269	38	39.7	45.2	50.4	51.2	48.5
NCU06270	43.1	43.5	53.1	56.3	54.8	66.1
NCU06271	3.4	3.6	2.7	3	3.4	1.4
NCU06272	14	13.2	14.5	14	22.2	29.5
NCU06273	14.4	15.4	16.3	15.4	20.4	16.1
NCU06275	34	35.7	29.9	33	27	44.8
NCU06276	6.4	6.1	4.9	2.8	5	3.7
NCU06277	50.6	52.5	81.8	55.4	96.9	39.6
NCU06278	18.8	15.8	16.8	15	39.2	20.8
NCU06279	286.4	248.7	267.2	237.8	342	279.7
NCU06281	5	5	3.3	2.3	2.3	3.5
NCU06282	8.1	6	7.3	8	6.3	10.8
NCU06283	6.9	6.7	6.2	5.3	11.8	5.4
NCU06284	57.1	55.6	61.1	63.5	62.1	57.3
NCU06285	10.5	12.1	15.5	15.8	13	16.6
NCU06286	0.2	0.1	0	0	0	0
NCU06287	1	0.4	0	0.4	0	0
NCU06288	0.5	0	0	0	0.5	0
NCU06289	1	0.3	0.3	0	0.3	0
NCU06290	86.8	80.6	37.8	52.2	123	51.4
NCU06293	0.7	0.5	0.3	0.3	0	0
NCU06294	10	9.5	90.6	76.6	74.3	31.2
NCU06296	12.6	13.6	8.7	6.7	4.7	5.6
NCU06298	0.9	0	0	0	0	0
NCU06299	0	0.1	0	0	0	0.4
NCU06300	111.2	114.9	102.1	106.7	113.1	69.6
NCU06301	594.8	690.9	302	344.3	1085.1	348
NCU06302	1	1.2	0	0.5	1.9	0.2
NCU06303	11.1	12.2	12.1	10.2	9.6	9.9
NCU06304	1.1	1	1.7	2	1.1	2.3
NCU06305	152.3	160.3	34.2	27.4	30	38.6
NCU06306	6.4	6.3	6.6	4.8	7	8
NCU06307	193.9	186.8	226.4	197	513	273.9
NCU06308	18.6	20	23.1	14	23	18.3
NCU06309	17.8	22.1	27.4	18.4	26.9	21.2
NCU06310	27.2	29.3	29.7	23.3	23.1	19.3
NCU06311	80.8	85.7	97.6	77.2	109.2	55.9
NCU06312	1	1.3	0.7	1.1	2	0.8
NCU06313	0	0	0	0.5	0	0
NCU06314	9.2	7.2	13.5	8.6	12.2	9.3
NCU06315	60.3	67.5	66	51.6	59.3	44.7
NCU06316	0.4	0.5	0.8	0.9	0.5	0.4
NCU06317	235.8	226.2	145.3	181.7	131.6	182.8
NCU06318	13.6	15.8	15.2	13.9	27.4	16.1
NCU06319	0.2	0.2	0.2	0.2	0.4	0.2
NCU06320	0.8	1.2	4.1	3.4	3.5	3.5
NCU06321	0.2	0.3	0.2	0.1	0	0.1
NCU06322	8.5	11.4	14.2	15.6	14	7.9
NCU06324	1.4	2.4	3	2.1	5.5	2.5
NCU06325	0.3	0.4	0	0	0	0
NCU06326	10.2	11.6	17.7	13.5	6.9	7.5
NCU06327	476.9	451.6	1316.1	1300	662.8	506.6
NCU06328	22.4	23.6	102.2	71.9	48.9	22.6
NCU06329	0	0.3	0	0.2	0.2	0.2
NCU06330	7.9	6.9	17.9	15.1	12.4	7.3
NCU06331	10.4	11.7	22.7	24.4	9.5	13.1
NCU06332	17.9	17.3	25.3	29.2	14.7	15.9
NCU06333	81.9	80.3	94.8	94.2	56	92.6
NCU06334	2.2	3.2	29.2	34.6	33.4	18.3
NCU06335	0.6	0.3	0.3	0	0	0.3
NCU06336	11.4	14.3	15.1	18.4	19.7	18.7
NCU06337	4.1	3.5	3.1	1.9	2.8	1.6
NCU06338	27.3	26.9	40.9	38.7	44.4	50
NCU06339	0.1	0.2	0.3	0.5	0.1	0.3
NCU06340	7.7	6	6.6	6.6	7.5	6.2
NCU06341	7.1	7.7	26.7	25.2	24.4	52.7
NCU06342	49.9	47.2	87	83	93.9	77.5
NCU06343	8.3	5.4	12.7	9.1	16.6	11.6
NCU06344	96.7	92.7	77.3	93.3	64	95.3
NCU06345	3.1	2.9	2.4	1.6	2.7	1.5
NCU06346	1018.1	962.4	1077	1097.4	937.4	604
NCU06347	46.9	48.8	49.1	64.2	45.5	53.8
NCU06348	85.6	83.9	75.7	64.7	77	41.3
NCU06349	40.7	46	45	41.7	22.7	38.5
NCU06350	0	0.3	0	0	0	0
NCU06351	5	5.2	6	5.4	4.6	4.3
NCU06352	3.3	4.3	4.4	3.5	5.3	3.3
NCU06353	44.4	44.7	31.9	27.9	120.8	60.8
NCU06354	180.4	138.8	137.8	122.5	147.1	143.1
NCU06355	58.7	54.9	57.5	59.2	60.8	56.4
NCU06358	1.7	1	13.2	16	24.3	35.7
NCU06359	0.4	0.7	0.4	1.4	0.2	0.7
NCU06360	119.8	117.9	114.7	114.5	409.2	185.2
NCU06361	266.6	279.8	501.1	420.1	462.4	368.2
NCU06362	16.4	18.6	42.1	44.1	47.3	32.9
NCU06363	23.2	24.6	24.8	25	30.2	22.9
NCU06364	66.7	71.4	4.1	4.8	3.1	4.5
NCU06365	5.3	4.6	4.9	3.1	8	3.6
NCU06366	52.7	50.3	38.9	34.2	26.8	30
NCU06367	48.3	46.6	51.9	51.1	44.6	38.9
NCU06368	4.7	7.2	2.4	2.9	1.6	2.9
NCU06369	21.5	18.4	25.3	24.8	17.6	21.3
NCU06370	49.2	45.9	55.2	61.9	80.4	55.8
NCU06371	9.4	9.6	9.6	10.2	11.7	7.3
NCU06372	54.5	52.2	53.9	52.8	55.4	39.2
NCU06373	1.4	1.3	1.1	1.2	1.3	2.3
NCU06374	30.1	36.2	40.2	51	64.3	80.8
NCU06375	12.2	15	19.1	25.7	13.9	26.4
NCU06376	10.3	9.9	4.4	7.9	123.1	38.3
NCU06380	40	42.7	47.5	52.6	41.5	78.6
NCU06381	0.2	0.2	0.2	0	0	0
NCU06382	30.8	33.8	10.3	9.3	4.9	13.5
NCU06383	3.8	2.6	2.7	1.1	3.3	4.7
NCU06384	0.4	0.1	0.3	0.3	0.7	0.2
NCU06385	11.1	11.2	14.3	17.9	12.7	25.2
NCU06386	10.4	10.6	9.2	9.7	4.7	7.1
NCU06387	16	13.9	5.9	6	7.1	9.2
NCU06389	19.9	18.6	23.6	21.6	26.5	21.3
NCU06390	24.7	23.2	13.3	21	30	18.4
NCU06391	5.8	6.4	4.7	4	4.6	3.1
NCU06393	11.1	10.8	5.6	6	8.1	4.9
NCU06394	24.5	26.8	29	31.4	21	25.8
NCU06395	27.4	25.3	25.2	12.4	31.9	22.2
NCU06396	40.9	35.9	34.7	42.4	25.8	41.4
NCU06397	722.6	710.7	824.7	681.1	686.8	630.8
NCU06398	1.7	1.5	4	4.3	5	4.7
NCU06399	25.4	26	29.6	37.6	51.8	41.9
NCU06400	0.4	0.5	0.4	0	0.4	0.5
NCU06401	13.8	16.9	9.4	12.9	10.1	11.4
NCU06402	1620	1596.1	3398.1	5017.3	2204.6	6731.8
NCU06403	33	33.9	20	19.6	20.7	13.2
NCU06404	182.1	199.8	210.2	212.2	206.9	215.3
