ORF	WT	Opt
NCU07289	16.8	19.2
NCU07290	45.7	36.5
NCU07293	97.7	36.2
NCU07294	1.6	13.2
NCU07295	31.4	39.3
NCU07296	208.2	172.4
NCU07297	7.9	8.6
NCU07298	26.6	21.3
NCU07299	33.7	40.8
NCU07300	3.6	3.2
NCU07301	27.8	17.4
NCU07302	2	1.7
NCU07305	17.4	10.8
NCU07306	0	0
NCU07307	586.3	433.7
NCU07308	601.2	436.7
NCU07309	3.6	10.2
NCU07310	37.5	8.3
NCU07311	58.6	6.8
NCU07312	0	0
NCU07313	12.2	9.1
NCU07314	7.3	5.9
NCU07316	0	0
NCU07317	0	0.2
NCU07318	423.9	1241.7
NCU07319	223	245.5
NCU07320	80.1	81
NCU07321	32.1	69
NCU07322	8.9	3.3
NCU07323	0	0
NCU07324	0	0.2
NCU07325	2.5	5.5
NCU07326	0.7	3.5
NCU07327	4.3	4.3
NCU07329	6.7	18.5
NCU07330	80.7	66.5
NCU07331	14.8	28.6
NCU07332	62.3	7.1
NCU07333	0.4	0.1
NCU07334	71.3	108.5
NCU07335	16	5.7
NCU07336	2.5	2.6
NCU07337	0.3	0
NCU07338	115.1	36.6
NCU07339	0	0
NCU07340	0.2	0
NCU07341	0	0.2
NCU07342	1.1	3.9
NCU07343	0.2	0.3
NCU07344	8.2	10.1
NCU07345	8.5	1.8
NCU07347	35.7	25.7
NCU07348	0.1	0
NCU07349	12.5	3.1
NCU07350	0	0
NCU07351	2.3	1
NCU07352	322	628.1
NCU07353	0	1.9
NCU07354	0	0.4
NCU07355	0.1	0.5
NCU07358	0.6	0.5
NCU07359	8.6	13.7
NCU07360	5.4	9.4
NCU07361	47.5	49
NCU07362	26.3	18.4
NCU07363	192.1	154.1
NCU07364	14	18.5
NCU07365	312.6	367.6
NCU07366	677.9	386
NCU07367	263.3	255.6
NCU07368	0.3	0.6
NCU07369	0	0.1
NCU07370	0.3	0.7
NCU07371	0	0.3
NCU07372	0	0.2
NCU07374	0.1	0
NCU07375	59.9	44.4
NCU07378	15	14.1
NCU07379	67.6	65.4
NCU07380	387.8	253.7
NCU07381	2.6	2.6
NCU07382	186.9	215.8
NCU07383	14.1	12.8
NCU07384	9.3	8.9
NCU07385	18.7	15.4
NCU07386	111	106.7
NCU07387	5.5	3.5
NCU07388	6	41.1
NCU07389	138	149
NCU07390	0	0
NCU07392	56.2	68.1
NCU07393	24.9	22.9
NCU07394	34.8	25.9
NCU07395	10.5	10.5
NCU07396	0	0
NCU07398	15.1	18.1
NCU07399	56.3	75.8
NCU07400	43	41.5
NCU07401	13.9	18.6
NCU07402	21.3	30
NCU07403	114.6	110.5
NCU07404	57.6	58.1
NCU07405	153.1	525.3
NCU07406	0	0.3
NCU07407	2.2	2.6
NCU07408	1939.2	1635.3
NCU07409	32.8	25.7
NCU07410	0.6	2.4
NCU07411	2.7	0.9
NCU07412	17.4	16.6
NCU07413	5.2	2.5
NCU07414	380.6	347.7
NCU07415	49.5	33.3
NCU07416	8.1	9.2
NCU07417	25.5	42.7
NCU07418	32.6	29.1
NCU07419	15.8	11.6
NCU07420	2474.7	1635.9
NCU07421	72.1	98
NCU07422	36.6	69.9
NCU07423	16.7	21.8
NCU07424	4.3	6.7
NCU07425	16.2	20.4
NCU07427	0	0
NCU07428	12.8	17.7
NCU07429	0	0
NCU07430	125.8	128
NCU07432	3.2	12.3
NCU07433	0.1	0
NCU07434	5.3	63.2
NCU07435	75.8	83.9
NCU07436	4.8	4.7
NCU07437	486.1	498.2
NCU07438	32.7	36.6
NCU07439	613.3	895.7
NCU07440	10.4	8.7
NCU07441	31.8	9.8
NCU07442	35.9	43.9
NCU07443	49.7	40.3
NCU07445	5.1	6.5
NCU07446	285.8	263.6
NCU07447	8	5.9
NCU07448	0	0.1
NCU07449	0	1.4
NCU07450	1.3	1.2
NCU07451	246.7	248.3
NCU07452	21.2	32.9
NCU07453	48.4	100.2
NCU07454	82.1	3.4
NCU07455	0.2	0
NCU07456	65.7	152.9
NCU07457	15.2	19.3
NCU07458	246.8	211.9
NCU07459	213.8	199.5
NCU07460	28.9	25.8
NCU07461	1	0.8
NCU07462	0	0.9
NCU07463	0.1	0
NCU07464	0	0
NCU07465	723.7	165
NCU07466	86.8	84.1
NCU07467	202.4	247.6
NCU07468	108	155.7
NCU07471	155.6	177.2
NCU07472	30.5	23.9
NCU07473	29	35.9
NCU07474	18.7	4.4
NCU07475	0	0
NCU07476	2.3	4.6
NCU07477	0.1	0.1
NCU07478	19.8	19.3
NCU07479	0	0
NCU07480	0	0
NCU07481	33.1	35.4
NCU07482	13.6	36.4
NCU07483	17.3	25.1
NCU07484	2.5	0.1
NCU07485	16.9	6.8
NCU07486	0.4	0
NCU07487	0.1	0.1
NCU07489	40.7	30.8
NCU07491	116.5	116.9
NCU07492	10	15.8
NCU07493	66.8	127.5
NCU07494	45.1	153.9
NCU07495	51.9	70.7
NCU07496	2.4	1.8
NCU07497	10.2	17.3
NCU07498	8.1	12.4
NCU07499	0	0
NCU07500	0	0
NCU07501	0	0.1
NCU07502	4.4	1.8
NCU07503	396.3	865.4
NCU07504	24	34.1
NCU07505	21.6	23.5
NCU07506	132.2	95.8
NCU07507	16.6	11.9
NCU07508	0	0
NCU07509	31.4	38.5
NCU07510	0	0
NCU07511	0.2	0
NCU07513	6	4.3
NCU07514	63.9	46.4
NCU07516	25	16.7
NCU07517	0	2.8
NCU07518	0	0.2
NCU07519	2.3	2.9
NCU07520	0	0
NCU07521	13.9	21.3
NCU07523	28.2	87.7
NCU07525	0.1	0.2
NCU07526	0	0
NCU07527	0	53.2
NCU07528	37.6	35.9
NCU07529	8.9	42.8
NCU07530	12.9	17.3
NCU07531	0.1	0.1
NCU07532	0.4	0.4
NCU07533	0	0
NCU07534	6.8	5.8
NCU07535	11.3	12.1
NCU07536	0.2	2.1
NCU07537	0.1	0
NCU07538	0	0.2
NCU07539	55.8	192.4
NCU07540	0	0
NCU07541	9.3	9.8
NCU07542	326.4	291.5
NCU07543	10.5	9.3
NCU07544	24.2	34.2
NCU07545	17	31.8
NCU07546	43.3	31.2
NCU07547	63.2	85.8
NCU07548	74.1	71.6
NCU07549	52.8	41.2
NCU07550	4291.8	2355.8
NCU07551	36.4	54.6
NCU07552	38.6	39
NCU07553	15.3	7.2
NCU07554	45.1	44
NCU07555	0.4	0
NCU07556	35.4	26.1
NCU07557	0	0
NCU07558	27.1	14.7
NCU07559	0.3	1.1
NCU07560	75.5	78.6
NCU07561	45.7	42.7
NCU07562	1503.4	714
NCU07563	1.3	1.8
NCU07564	8.4	6
NCU07565	22.9	28.3
NCU07567	303.2	290.8
NCU07568	72.3	66.8
NCU07569	304.8	259
NCU07571	8.4	17.3
NCU07572	3.3	4.3
NCU07573	0	0
NCU07574	229.4	231.3
NCU07575	5.7	7.6
NCU07576	18.9	27.6
NCU07577	10.6	11.5
NCU07578	1.6	0.5
NCU07579	7	7.1
NCU07580	99.4	95.4
NCU07581	0.2	0.4
NCU07582	0.5	3.8
NCU07583	1.2	11.3
NCU07584	10.4	11
NCU07585	82.1	237.4
NCU07586	0	0
NCU07587	23.5	19
NCU07588	5.9	8.8
NCU07589	56.9	87.2
NCU07590	56.5	87.2
NCU07592	0	0
NCU07593	0	0.1
NCU07594	0	0
NCU07595	0	0
NCU07596	0	0
NCU07597	2.7	3.2
NCU07599	0	0
NCU07600	0.3	0
NCU07601	0	0
NCU07602	0	0
NCU07603	0	0
NCU07604	17.1	24.7
NCU07606	0	0
NCU07607	25.5	7
NCU07609	0.7	0.7
NCU07610	3.5	39.5
NCU07613	0	0
NCU07614	0	0
NCU07615	0	0
NCU07616	0	0
NCU07617	3.7	10.5
NCU07618	1.7	18.8
NCU07619	0.1	0
NCU07620	3.4	8.6
NCU07621	6.5	7.3
NCU07622	2.3	2.5
NCU07623	0.1	4.3
NCU07624	7.9	2.2
NCU07625	0.1	0
NCU07626	2.3	0.5
NCU07627	0	0
NCU07628	0	0.9
NCU07629	0	0
NCU07630	0	0
NCU07631	0	0.2
NCU07632	0	0.1
NCU07633	0	0.2
NCU07634	0	0
NCU07635	0	0
NCU07636	0.1	0.2
NCU07637	0.1	0.1
NCU07638	0	0
NCU07640	0	0
NCU07641	0	0.1
NCU07642	0	0
NCU07643	0	0.3
NCU07644	0	0
NCU07645	0	0
NCU07646	0	0
NCU07647	0.6	1.9
NCU07648	0	0
NCU07649	38.4	50.5
NCU07651	0	0
NCU07652	0	0.2
NCU07653	0	0
NCU07654	85.2	126.3
NCU07655	62.9	76.9
NCU07656	16.5	18.2
NCU07657	25	34.9
NCU07658	31	35.4
NCU07659	890.5	686.3
NCU07660	14.5	19.5
NCU07661	18.1	5
NCU07662	15.5	10.2
NCU07663	1	0.8
NCU07664	0	0
NCU07665	24.8	22.2
NCU07666	95.2	157.3
NCU07668	5.6	11.6
NCU07669	14.4	8.7
NCU07670	103.3	56.8
NCU07671	1.1	5.5
NCU07672	45.9	64.7
NCU07674	42.6	54.7
NCU07675	16.7	14.3
NCU07676	0	0
NCU07678	54.2	52.4
NCU07679	32.7	28.8
NCU07681	107.9	81.1
NCU07682	20.1	15.6
NCU07683	92	128.6
NCU07684	16.8	17
NCU07685	69.7	49.9
NCU07687	8.6	11.3
NCU07688	45.8	54.9
NCU07690	471.5	288.8
NCU07691	8.8	7.3
NCU07692	9	6.9
NCU07693	25.5	29.7
NCU07694	16.9	10.9
NCU07695	50.5	43.1
NCU07696	73.3	62.7
NCU07697	605.4	257
NCU07698	36.6	39.5
NCU07699	15.7	10.3
NCU07700	4623.6	2460.9
NCU07701	33.5	27
NCU07702	4.8	2.9
NCU07703	1	1
NCU07705	13.2	15
NCU07707	6.6	6.2
NCU07709	0.1	0
NCU07710	10.5	6
NCU07711	82.1	76.6
NCU07712	20.3	20.4
NCU07713	28.5	44.5
NCU07714	28.3	22.8
NCU07715	30.8	24.1
NCU07716	8	11.1
NCU07717	116.2	116.4
NCU07718	0	1
NCU07719	201.8	160.3
NCU07720	26.9	51.9
NCU07721	289.6	291.8
NCU07722	29.9	43.1
NCU07723	76.6	49.5
NCU07724	81.6	46.2
NCU07725	66.7	54
NCU07726	61.1	67.4
NCU07727	156.3	92
NCU07728	18.5	26.5
NCU07730	0.8	0.7
NCU07731	20	15.5
NCU07732	216.8	136.5
NCU07733	182.1	241.7
NCU07734	133.5	196.8
NCU07735	422	578.1
NCU07736	148.8	5
NCU07737	249.9	20.9
NCU07738	149.7	162.1
NCU07739	51.5	39.9
NCU07740	0	0
NCU07741	38.8	37.5
NCU07742	6.2	4.4
NCU07743	2.4	0
NCU07744	0	0
NCU07745	47.5	25.6
NCU07746	38.6	109.8
NCU07747	42.8	100.2
NCU07748	0.5	1.9
NCU07749	0	0
NCU07750	0	0
NCU07751	0	0
NCU07752	0.3	0.2
NCU07753	0.8	3.3
NCU07754	4	7.2
NCU07755	205.2	166.7
NCU07756	347.5	435.2
NCU07757	27.3	32.4
NCU07758	0	0.9
NCU07759	0	0
NCU07760	1.7	6.8
NCU07761	26	37.3
NCU07762	8.1	12.3
NCU07763	0	0
NCU07764	0	0
NCU07765	0.2	0
NCU07766	0	0
NCU07767	0	0.2
NCU07768	0.1	0.2
NCU07769	2.6	13.7
NCU07770	0.3	0
NCU07771	84.9	77.4
NCU07772	0	0
NCU07773	30.2	49.3
NCU07774	90	85.8
NCU07775	14.4	17.1
NCU07776	427.4	402.9
NCU07778	12.7	9.6
NCU07779	53.7	54.2
NCU07780	0	0
NCU07781	0	0
NCU07782	18.4	15
NCU07783	6.8	9.9
NCU07784	19.9	34.2
NCU07785	0	0.6
NCU07786	0	0
NCU07787	621.9	2225.9
NCU07788	43.9	41.8
NCU07789	0	0
NCU07791	13.5	13.8
NCU07793	35.5	37.9
NCU07794	44.4	38.5
NCU07795	15.2	35.1
NCU07797	0.1	0.3
NCU07798	3.4	27.9
NCU07799	0.4	0
NCU07801	0	0
NCU07802	22.2	119.9
NCU07804	44.6	85.5
NCU07805	0	0.2
NCU07806	6.5	2.2
NCU07807	7114.9	6667.2
NCU07808	1506.7	1487
NCU07809	0	0.5
NCU07810	0	0
NCU07811	0.2	0.4
NCU07812	0	0
NCU07813	0	0
NCU07814	121.9	98.7
NCU07815	10.9	10
NCU07816	4.9	5.2
NCU07817	866.2	1045.5
NCU07818	0.3	0.5
NCU07819	1.3	10.1
NCU07820	0.2	1.5
NCU07821	0	1.9
NCU07822	1	1
NCU07823	1.1	0
NCU07824	6.4	4.8
NCU07825	0.4	1.2
NCU07826	1075.8	1068.3
NCU07827	2.6	7.2
NCU07828	10.5	15.6
NCU07829	1391.1	1176.6
NCU07830	1548.2	951.7
NCU07831	458	382.3
NCU07832	74.4	42.9
NCU07833	0.4	1.1
NCU07834	0.1	0
NCU07836	2.4	1.6
NCU07837	7.6	3.6
NCU07838	0	0
NCU07839	226.8	163.8
NCU07840	1.5	2.7
NCU07841	0.3	0.3
NCU07842	113.4	80.3
NCU07843	18.2	24.9
NCU07844	11.6	13.4
NCU07845	0.3	0
NCU07846	26.5	46.4
NCU07847	0	0
NCU07848	0	0
NCU07849	99.4	66.3
NCU07850	87.6	218.8
NCU07851	34.6	103.7
NCU07852	84.3	84.2
NCU07853	512.3	694.7
NCU07854	12.3	12
NCU07855	54.6	51.6
NCU07856	7.3	8.1
NCU07857	1885.3	1240.8
NCU07858	29.2	35.6
NCU07859	485.6	324.4
NCU07860	8.6	9.6
NCU07861	0.1	0
NCU07862	13.3	18.8
NCU07863	14.7	10.9
NCU07864	27.7	42.4
NCU07865	30	23.7
NCU07866	45.1	27.2
NCU07867	0.3	0
NCU07868	254.9	179.2
NCU07869	11.9	25.8
NCU07870	25.8	17
NCU07871	16.3	18.1
NCU07872	50.1	47.3
NCU07874	247.5	221.9
NCU07875	9.5	7.8
NCU07876	10.5	9.1
NCU07878	43.3	49.8
NCU07879	41.2	50
NCU07880	5.1	8.7
NCU07881	143.2	158.8
NCU07883	45.5	34.7
NCU07884	20.1	25.3
NCU07885	18	13
NCU07886	47.7	91.8
NCU07887	259.5	205.3
NCU07888	23	30.7
NCU07889	31.4	28.4
NCU07891	1.8	3.5
NCU07892	0	0
NCU07893	34.5	32.5
NCU07894	0.2	155.7
NCU07895	8.1	70.4
NCU07896	0.5	0.2
NCU07897	0.6	0.7
NCU07898	0	2
NCU07899	0.3	0.1
NCU07900	5.3	18.5
NCU07901	0.2	0.1
NCU07902	0.2	0
NCU07904	68.6	111.2
NCU07905	0.1	0
NCU07906	3	5.7
NCU07907	22	62.7
NCU07908	0	0.2
NCU07909	4	6.5
NCU07910	20.7	85.9
NCU07911	22.1	24.2
NCU07912	0	0
NCU07913	222.3	256.5
NCU07914	3560.4	3920.6
NCU07915	41.8	15.6
NCU07916	0	0
NCU07917	0	0
NCU07918	0.1	0.3
NCU07919	0	0.2
NCU07920	0.1	0.7
NCU07921	10.8	0.5
NCU07922	1418.2	942.2
NCU07923	0.8	61.9
NCU07924	0.5	0.6
NCU07925	22.2	9.2
NCU07926	129.7	97.4
NCU07927	1.8	4.5
NCU07928	0	3.8
NCU07929	239.8	141.5
NCU07930	2181	1639
NCU07931	20.3	38.2
NCU07932	19.4	10.7
NCU07933	36.1	26.6
NCU07934	1.1	1.7
NCU07935	33.5	82.4
NCU07936	188.1	178.1
NCU07937	23.3	47
NCU07938	4.7	9.7
NCU07939	15.9	16.8
NCU07940	0	0
NCU07941	127.2	122.8
NCU07942	27	40.6
NCU07943	12.7	10.6
NCU07944	0.4	0.7
NCU07945	4.8	4.8
NCU07946	0.1	0
NCU07947	366.1	293.2
NCU07948	1	1.4
NCU07949	5.1	10
NCU07951	7.6	16.7
NCU07952	62.9	56.4
NCU07953	110.5	267.3
NCU07954	136.1	191.7
NCU07955	10.7	6.3
NCU07956	50	34
NCU07957	8.8	11.1
NCU07958	45	39.3
NCU07959	351.7	231.2
NCU07960	48.8	61.5
NCU07962	915.5	904.4
NCU07963	13.7	23
NCU07964	0.8	2.2
NCU07965	92	95.9
NCU07966	0	15.9
NCU07967	28.8	23.9
NCU07969	0.1	0.2
NCU07970	0	0
NCU07971	17.9	10.5
NCU07972	149.1	375.6
NCU07973	0	0.5
NCU07974	12.7	137.2
NCU07975	22	42.3
NCU07976	0.4	0.5
NCU07977	1.5	0.2
NCU07978	0	0.4
NCU07979	3.4	2.2
NCU07981	0.1	0.1
NCU07982	264.5	215.7
NCU07983	0	0
NCU07984	15.5	20.7
NCU07985	19.4	14.5
NCU07986	75.7	69
NCU07987	106.4	76
NCU07988	47.9	57.3
NCU07989	27	32.9
NCU07990	0.1	0
NCU07991	59.9	79.2
NCU07992	25.8	24.2
NCU07993	20.8	29.7
NCU07994	51.7	30.3
NCU07995	0	0.5
NCU07996	22.1	20.4
NCU07997	78.5	108.1
NCU07998	16.1	23.8
NCU07999	25.9	23.6
NCU08000	16.1	9.9
NCU08001	44	63.3
NCU08002	119.4	81.7
NCU08003	104.5	110.5
NCU08004	208	162.4
NCU08005	18.8	27
NCU08006	30.5	27.4
NCU08007	7.6	20.6
NCU08008	209.5	154.1
NCU08009	40.3	28.4
NCU08011	19.6	31.3
NCU08012	24.5	23.2
NCU08013	3.6	6.6
NCU08014	0	0
NCU08015	0	0
NCU08016	0.2	0
NCU08017	1.3	0.4
NCU08018	9.4	16.7
NCU08019	0.9	0.4
NCU08020	3.2	2.4
NCU08021	19.3	15
NCU08022	20.4	37.9
NCU08023	35.8	35
NCU08024	82.2	78.5
NCU08026	57.3	44.2
NCU08027	29.9	33.5
NCU08028	8.9	27.6
NCU08029	29.2	26.9
NCU08030	92	85.6
NCU08031	14	12.2
NCU08032	4.3	6
NCU08033	21.9	22.9
NCU08034	34.6	28.9
NCU08035	129.5	112.2
NCU08036	33.5	33.5
NCU08037	0.4	0.5
NCU08038	0.2	0
NCU08039	0	0
NCU08040	54.2	32.6
NCU08042	0	0.2
NCU08043	0	0
NCU08044	198.1	142.4
NCU08045	158.6	107.9
NCU08046	192.7	190.7
NCU08047	8.4	8.3
NCU08048	37.5	51.1
NCU08049	0.5	1
NCU08050	0.4	0
NCU08051	1.5	0.9
NCU08052	1.2	0.5
NCU08053	67.4	192
NCU08054	43.6	33.7
NCU08055	13.1	6.9
NCU08056	5.3	15.6
NCU08057	39.5	4.6
NCU08058	0.2	0.3
NCU08059	0	0
NCU08060	0.5	0.4
NCU08062	0.9	0.1
NCU08063	6.9	7.8
NCU08064	19.4	8
NCU08065	1.8	2
NCU08066	39.3	41.4
NCU08067	38.2	25.6
NCU08068	14.7	26.1
NCU08069	0	0.6
NCU08070	39.3	19.3
NCU08071	95.9	120.2
NCU08072	6.3	17.5
NCU08073	0	0.4
NCU08074	0	0
NCU08075	0	0
NCU08076	13.9	11.8
NCU08077	0	0
NCU08078	0.2	0.3
NCU08079	0	0
NCU08080	0	0.5
NCU08081	0	0
NCU08083	0	0.4
NCU08084	0	0
NCU08085	0	0
NCU08086	0	0
NCU08087	8	15.3
NCU08089	0	0
NCU08090	11.7	88.3
NCU08091	12.8	23.5
NCU08092	151.8	211.1
NCU08093	728.1	368.5
NCU08094	53.2	252.2
NCU08095	8.7	1
NCU08096	0.1	0.2
NCU08097	0.1	0
NCU08098	0	0
NCU08099	0	0
NCU08100	0	0
NCU08101	0	0
NCU08102	0	0
NCU08103	0	0
NCU08105	0	0
NCU08106	0.1	0
NCU08107	0	0
NCU08109	0	0
NCU08110	61.4	44.7
NCU08111	42.3	39.9
NCU08112	0.1	0.1
NCU08113	0	0
NCU08114	0	0.1
NCU08115	7.1	5.6
NCU08116	0.1	0
NCU08117	6.2	8.4
NCU08118	19.2	19.6
NCU08119	75.2	74.4
NCU08120	70.4	75
NCU08121	16.4	66.6
NCU08123	0.1	0.2
NCU08124	11	10.6
NCU08125	0	1
NCU08126	6.2	3.3
NCU08127	38.5	31.3
NCU08128	0.1	0.1
NCU08130	655.3	555.9
NCU08131	157	189.5
NCU08132	120	107.7
NCU08133	94.4	52.1
NCU08134	7	20
NCU08135	22.7	16.9
NCU08136	5.6	4.2
NCU08137	179.1	115
NCU08138	20.2	29.4
NCU08140	0	0.5
NCU08141	17.2	18.4
NCU08145	12.2	11.5
NCU08146	25.4	54.9
NCU08147	12.3	26.4
NCU08148	84.2	56
NCU08149	0	0
NCU08150	20.6	19.8
NCU08151	6.7	5.4
NCU08152	0	0
NCU08153	0.1	0.6
NCU08154	2	1.4
NCU08155	25	61
NCU08156	0.2	3.1
NCU08157	9.7	11.4
NCU08158	15.7	15.8
NCU08159	42.9	28
NCU08161	28.3	27.8
NCU08162	345.1	397.7
NCU08163	22.1	51.8
NCU08164	39	37.9
NCU08165	0	0
NCU08166	15.5	3.2
NCU08167	37.7	64.4
NCU08168	0	0.3
NCU08169	46.3	112.3
NCU08170	0	0.3
NCU08171	733.3	166.4
NCU08172	1	0.8
NCU08173	28.7	16.4
NCU08174	15.3	10.1
NCU08175	0	0
NCU08176	0	3
NCU08177	13	5.6
NCU08178	1.2	23
NCU08179	0.5	0.6
NCU08180	0	0.2
NCU08182	0	0
NCU08183	54.3	188.2
NCU08184	0.8	1.3
NCU08185	3	26.7
NCU08186	0.4	0.3
NCU08187	0	0
NCU08188	0.3	0.1
NCU08189	0.1	0
NCU08190	11.2	6.1
NCU08191	0	0
NCU08192	0	0
NCU08193	89.4	125.1
NCU08194	14.1	17.6
NCU08195	256.6	148.2
NCU08197	0.1	0.2
NCU08199	6	1.5
NCU08200	0	0
NCU08204	0	0
NCU08206	0.1	0
NCU08207	0	0.3
NCU08208	0	0
NCU08209	0	0
NCU08210	0	0.2
NCU08211	0	0.2
NCU08212	0	0
NCU08213	0	0
NCU08216	197.2	216.8
NCU08217	25.4	152.5
NCU08218	37.7	42.1
NCU08219	0	0
NCU08220	0	0
NCU08221	0	0
NCU08222	0	0.1
NCU08223	6.4	0.5
NCU08224	51.3	33
NCU08225	263.2	195
NCU08226	151.4	202.9
NCU08227	50	65.1
NCU08228	445.6	549.3
NCU08229	78.7	251.2
NCU08230	58.1	23.6
NCU08231	82.5	18.6
NCU08232	159.3	43.8
NCU08233	0	0.3
NCU08234	0	0
NCU08235	0.1	0
NCU08236	0.1	0
NCU08237	0	0
NCU08238	0	0
NCU08239	0	0
NCU08240	0	0
NCU08241	0.2	0
NCU08242	0	0
NCU08243	0	0
NCU08244	0	0.2
NCU08245	0	0
NCU08246	0	0
NCU08247	0	0
NCU08248	0	0
NCU08249	0	0
NCU08250	0.1	0
NCU08251	0	0
NCU08252	0	0
NCU08253	0	0
NCU08254	0.2	0.9
NCU08255	0	0
NCU08256	0.4	0
NCU08257	0	0.3
NCU08258	0	0
NCU08259	0	0.2
NCU08260	0	0
NCU08261	0	0
NCU08262	0	0
NCU08263	0.3	0
NCU08264	0	0
NCU08265	0	0
NCU08267	24	22.6
NCU08268	45	87.8
NCU08269	298.3	535
NCU08270	1.1	1.3
NCU08271	3	3.8
NCU08272	67.1	70
NCU08273	121.9	48.9
NCU08274	24.5	36.5
NCU08275	34.6	21.8
NCU08276	21.8	12.1
NCU08277	359	262.2
NCU08278	10.2	8.8
NCU08279	9.7	6.2
NCU08280	307.6	487.3
NCU08281	26.4	27.8
NCU08282	24.2	98.8
NCU08283	14.6	17.2
NCU08287	539.4	228.2
NCU08288	16.3	17.1
NCU08289	15.4	9
NCU08290	26.7	30.2
NCU08291	263.8	288.2
NCU08292	28.4	11.3
NCU08293	6.7	18.4
NCU08294	8.1	5.2
NCU08295	143.3	161.3
NCU08296	76.4	61.2
NCU08297	260.4	313.1
NCU08298	18.2	8.5
NCU08299	80.1	45.1
NCU08300	357.4	284.3
NCU08301	36.4	30.5
NCU08302	31.2	17
NCU08303	51.9	43
NCU08305	0	0
NCU08307	11.1	14.7
NCU08308	0	0
NCU08309	6.3	4
NCU08310	5.4	3.4
NCU08311	0	0
NCU08312	25.8	22.3
NCU08313	5.3	12.2
NCU08314	24.8	38.4
NCU08315	1.4	2
NCU08316	18.1	23.8
NCU08317	10.3	13.3
NCU08318	0	0
NCU08319	18.9	28.3
NCU08321	0	0
NCU08323	47.4	44.1
NCU08324	37.2	32.4
NCU08325	3.2	11.5
NCU08326	13.2	18.4
NCU08328	3.6	2.4
NCU08329	47.3	56.9
NCU08330	1683.5	2122.8
NCU08331	19.3	25.8
NCU08332	2966.5	2568.6
NCU08333	79.4	247.8
NCU08334	32.9	31.9
NCU08336	516.4	320.9
NCU08337	0	0.2
NCU08338	25.2	18.2
NCU08339	137.6	136.2
NCU08340	818.4	1034.6
NCU08341	30.9	24.1
NCU08342	24.6	41.6
NCU08343	28.3	24.1
NCU08344	1165	1137.5
NCU08345	38.8	31.1
NCU08346	17	16.1
NCU08347	1.2	2.5
NCU08348	22.7	10
NCU08349	0	0
NCU08350	20	33
NCU08351	73.6	413.6
NCU08352	183.9	148
NCU08353	9.9	24.3
NCU08354	25.4	20.2
NCU08355	96.2	14.5
NCU08356	30.7	44.9
NCU08357	50.5	27.5
NCU08358	47.1	84.8
NCU08359	79.1	72.3
NCU08360	15.5	13.4
NCU08361	0	0.2
NCU08362	143.6	177.4
NCU08363	65.2	57.7
NCU08364	23.5	14.8
NCU08365	15.8	11.4
NCU08366	9.5	35.7
NCU08367	2	10.5
NCU08368	6	14.3
NCU08369	75.9	35.8
NCU08370	34	22.9
NCU08371	8.2	8.5
NCU08372	3	2
NCU08373	23.7	24.2
NCU08374	50.6	80.4
NCU08375	45.6	17.8
NCU08376	6.5	4.2
NCU08377	23.8	16.7
NCU08378	38.7	47.4
NCU08379	61.3	90.4
NCU08380	73.7	89.1
NCU08382	31.9	24.7
NCU08383	0	0.6
NCU08384	10.9	8.7
NCU08385	51.8	59.9
NCU08386	2.7	2
NCU08387	0.2	0.4
NCU08388	25.9	25.5
NCU08389	1376	814.5
NCU08390	113.5	303.7
NCU08391	22.6	23.9
NCU08393	0	0.1
NCU08395	27	19.2
NCU08396	44.1	41.2
NCU08397	139.7	251.1
NCU08398	0.2	0
NCU08399	0	0.1
NCU08402	21	17.4
NCU08403	3.8	1.4
NCU08404	0	0
NCU08405	0	0
NCU08406	0.1	0
NCU08407	50	56.8
NCU08408	16	10.9
NCU08409	258.3	260.9
NCU08410	47.6	73.7
NCU08411	816.2	528.2
NCU08412	0.4	0.3
NCU08413	0.8	2.2
NCU08414	0.1	0.4
NCU08415	0	0
NCU08416	29.5	26.9
NCU08417	24.4	22.7
NCU08418	64.3	190.2
NCU08420	14.6	15.1
NCU08421	28.3	53.8
NCU08423	60.9	98.8
NCU08425	3.4	12.8
NCU08427	45.2	35.1
NCU08428	0	0
NCU08429	0.8	3
NCU08431	0.4	0.2
NCU08432	4.2	2.6
NCU08433	1.7	40.5
NCU08434	433.9	662.6
NCU08435	7.1	3
NCU08436	33.6	42.8
NCU08437	0	0
NCU08438	0	0
NCU08439	12.1	7.2
NCU08440	12.3	23.2
NCU08441	3.1	2.4
NCU08442	0	0
NCU08443	0.2	0
NCU08445	27.8	29.1
NCU08447	0.5	6.2
NCU08448	11.5	27.8
NCU08449	13.6	35.5
NCU08452	12.6	12.9
NCU08453	0	0
NCU08454	8	20.6
NCU08455	0	0
NCU08456	3.4	5.6
NCU08457	811.8	1259.2
NCU08463	0	0
NCU08468	26.9	37
NCU08469	0	1.3
NCU08470	0	0
NCU08471	515.2	433.7
NCU08472	0	0
NCU08473	2.5	0.5
NCU08475	36.9	66.3
NCU08476	14.1	33.7
NCU08477	442.7	466.7
NCU08478	1.8	7.6
NCU08480	26.3	25.7
NCU08484	19.5	16.9
NCU08485	53.2	37.4
NCU08487	25.7	17.2
NCU08489	0	0.5
NCU08490	1.1	1.5
NCU08491	58.6	0
NCU08492	0	0
NCU08494	0	0
NCU08495	18.7	2.7
NCU08496	0	0.1
NCU08497	0.2	0
